loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,has_default_history
9615,2007,mortgage,5000000,12.03,active,no
9616,2009,mortgage,2000000,14.5,active,no
9617,2010,mortgage,1000000,10.92,active,no
9618,2011,mortgage,2000000,14.16,active,no
9619,2014,mortgage,200000,10.57,active,no
9620,2015,mortgage,200000,14.75,active,no
9621,2017,mortgage,500000,15.15,active,no
9622,2018,mortgage,1000000,14.88,active,no
9623,2019,mortgage,1000000,10.22,active,no
9624,2020,mortgage,2000000,14.05,active,no
9625,2021,mortgage,200000,12.81,defaulted,no
9626,2023,personal,50000,16.39,active,no
9627,2025,mortgage,500000,11.39,active,no
9628,2026,mortgage,50000,14.67,active,no
9629,2027,mortgage,200000,11.46,defaulted,no
9630,2031,mortgage,1000000,11.67,active,no
9631,2032,mortgage,1000000,9.39,active,no
9632,2033,mortgage,5000000,10.42,active,no
9633,2034,personal,50000,9.82,active,no
9634,2036,mortgage,5000000,9.77,active,no
9635,2038,mortgage,5000000,8.57,paid,no
9636,2039,personal,100000,14.85,paid,no
9637,2040,mortgage,200000,12.24,active,no
9638,2042,mortgage,1000000,14.93,active,no
9639,2043,mortgage,2000000,13.4,active,no
9640,2045,mortgage,100000,15.15,paid,no
9641,2052,mortgage,1000000,12.53,paid,no
9642,2053,mortgage,2000000,9.25,paid,no
9643,2054,mortgage,1000000,13.43,active,no
9644,2055,mortgage,100000,13.92,paid,no
9645,2056,mortgage,50000,13.51,defaulted,no
9646,2057,mortgage,200000,14.91,paid,no
9647,2058,mortgage,5000000,14.35,active,no
9648,2061,mortgage,100000,11.96,active,no
9649,2062,mortgage,100000,15.05,paid,no
9650,2063,mortgage,5000000,14.03,active,no
9651,2066,personal,1000000,9.46,active,no
9652,2067,mortgage,2000000,12.82,active,no
9653,2068,personal,5000000,14.33,paid,no
9654,2069,mortgage,100000,12.93,defaulted,no
9655,2070,mortgage,200000,16.09,active,no
9656,2079,mortgage,5000000,9.31,paid,no
9657,2080,personal,5000000,14.28,active,no
9658,2081,mortgage,50000,15.1,defaulted,no
9659,2082,mortgage,2000000,14.12,active,no
9660,2086,mortgage,50000,11.58,active,no
9661,2087,mortgage,50000,11.58,active,no
9662,2089,personal,200000,13.19,active,no
9663,2091,mortgage,1000000,11.68,active,no
9664,2096,personal,2000000,15.57,paid,no
9665,2098,mortgage,2000000,9.38,active,no
9666,2101,personal,5000000,13.61,active,no
9667,2106,mortgage,200000,9.57,active,no
9668,2107,mortgage,2000000,12.82,active,no
9669,2111,mortgage,100000,14.22,active,no
9670,2112,mortgage,500000,9.82,active,no
9671,2115,mortgage,5000000,14.13,active,no
9672,2121,mortgage,500000,9.62,active,no
9673,2127,mortgage,500000,13.46,active,no
9674,2128,mortgage,50000,12.54,active,no
9675,2129,mortgage,2000000,10.88,active,no
9676,2133,mortgage,5000000,9.39,defaulted,no
9677,2134,mortgage,200000,14.39,active,no
9678,2136,mortgage,2000000,11.55,paid,no
9679,2139,mortgage,200000,9.19,paid,no
9680,2142,personal,2000000,14.68,active,no
9681,2144,mortgage,5000000,10.36,active,no
9682,2145,mortgage,5000000,14.39,active,no
9683,2146,mortgage,50000,13.02,active,no
9684,2148,mortgage,5000000,10.06,paid,no
9685,2149,mortgage,100000,9.11,paid,no
9686,2151,mortgage,500000,13.25,defaulted,no
9687,2155,mortgage,500000,8.7,active,no
9688,2156,mortgage,2000000,9.02,active,no
9689,2157,mortgage,50000,14.12,paid,no
9690,2162,mortgage,500000,12.81,active,no
9691,2163,mortgage,2000000,11.11,active,no
9692,2164,mortgage,5000000,12.81,paid,no
9693,2165,mortgage,1000000,13.23,defaulted,no
9694,2166,mortgage,2000000,13.02,active,no
9695,2167,mortgage,200000,13.64,active,no
9696,2171,personal,500000,16.02,paid,no
9697,2173,mortgage,500000,11.61,active,no
9698,2176,mortgage,1000000,10.91,paid,no
9699,2179,mortgage,5000000,8.81,active,no
9700,2182,mortgage,100000,9.68,active,no
9701,2185,mortgage,2000000,9.35,active,no
9702,2188,mortgage,100000,11.18,active,no
9703,2189,mortgage,2000000,13.38,active,no
9704,2192,mortgage,1000000,8.87,paid,no
9705,2193,mortgage,100000,14.32,defaulted,no
9706,2195,mortgage,50000,11.68,active,no
9707,2198,personal,1000000,16.21,active,no
9708,2199,mortgage,5000000,13.05,active,no
9709,2206,mortgage,2000000,14.67,active,no
9710,2219,mortgage,200000,15.39,active,no
9711,2221,mortgage,5000000,15.61,active,no
9712,2226,mortgage,5000000,12.65,active,no
9713,2233,mortgage,200000,11.67,active,no
9714,2235,mortgage,200000,12.98,paid,no
9715,2241,mortgage,2000000,11.72,defaulted,no
9716,2249,mortgage,5000000,10.43,active,no
9717,2251,mortgage,500000,11.09,paid,no
9718,2253,mortgage,1000000,10.36,active,no
9719,2257,mortgage,1000000,10.66,active,no
9720,2262,mortgage,100000,9.25,active,no
9721,2264,mortgage,1000000,11.91,active,no
9722,2271,mortgage,5000000,10.38,active,no
9723,2273,personal,1000000,12.09,active,no
9724,2280,mortgage,5000000,14.84,defaulted,no
9725,2284,personal,100000,12.09,active,no
9726,2285,mortgage,1000000,16.14,paid,no
9727,2286,mortgage,1000000,9.68,paid,no
9728,2288,mortgage,50000,15.3,active,no
9729,2289,mortgage,2000000,10.49,active,no
9730,2291,mortgage,100000,15.97,active,no
9731,2293,mortgage,50000,10.32,active,no
9732,2294,personal,500000,14.48,active,no
9733,2297,mortgage,100000,9.0,active,no
9734,2298,mortgage,5000000,13.54,active,no
9735,2299,mortgage,2000000,10.25,active,no
9736,2300,mortgage,1000000,13.86,active,no
9737,2306,mortgage,5000000,13.59,active,no
9738,2307,personal,1000000,15.89,defaulted,no
9739,2311,mortgage,50000,13.51,active,no
9740,2312,mortgage,50000,11.77,active,no
9741,2313,mortgage,500000,10.05,defaulted,no
9742,2322,mortgage,500000,13.76,active,no
9743,2323,mortgage,2000000,9.43,active,no
9744,2333,mortgage,1000000,15.13,active,no
9745,2334,mortgage,5000000,10.48,defaulted,no
9746,2346,mortgage,200000,12.69,paid,no
9747,2352,mortgage,5000000,13.27,active,no
9748,2357,mortgage,500000,11.4,paid,no
9749,2360,mortgage,1000000,13.81,active,no
9750,2361,mortgage,5000000,10.5,active,no
9751,2363,mortgage,5000000,8.78,paid,no
9752,2365,mortgage,500000,16.17,paid,no
9753,2371,mortgage,5000000,11.06,active,no
9754,2378,mortgage,5000000,14.21,paid,no
9755,2380,mortgage,100000,12.56,active,no
9756,2383,mortgage,50000,13.85,active,no
9757,2384,mortgage,1000000,9.39,active,no
9758,2390,mortgage,5000000,12.65,paid,no
9759,2393,mortgage,500000,11.64,paid,no
9760,2394,mortgage,50000,12.11,active,no
9761,2398,personal,5000000,16.23,defaulted,no
9762,2399,mortgage,5000000,9.59,active,no
9763,2400,mortgage,200000,14.54,active,no
9764,2403,mortgage,500000,11.14,active,no
9765,2404,personal,1000000,10.82,active,no
9766,2405,mortgage,100000,10.67,active,no
9767,2406,mortgage,50000,11.29,active,no
9768,2407,mortgage,50000,11.36,active,no
9769,2408,mortgage,100000,10.67,active,no
9770,2409,mortgage,1000000,13.84,paid,no
9771,2412,personal,2000000,8.88,paid,no
9772,2413,mortgage,200000,11.16,paid,no
9773,2414,mortgage,2000000,10.74,defaulted,no
9774,2419,personal,5000000,14.51,active,no
9775,2421,mortgage,100000,9.67,paid,no
9776,2422,mortgage,200000,16.03,active,no
9777,2424,mortgage,1000000,9.86,paid,no
9778,2425,mortgage,500000,11.46,paid,no
9779,2430,mortgage,500000,10.1,active,no
9780,2434,mortgage,2000000,10.79,defaulted,no
9781,2435,mortgage,1000000,14.59,paid,no
9782,2436,mortgage,200000,12.31,defaulted,no
9783,2438,mortgage,2000000,9.8,active,no
9784,2439,personal,100000,8.87,paid,no
9785,2441,mortgage,2000000,10.34,paid,no
9786,2442,mortgage,1000000,16.06,active,no
9787,2443,mortgage,5000000,15.26,paid,no
9788,2444,mortgage,1000000,12.02,active,no
9789,2449,mortgage,500000,12.36,paid,no
9790,2450,mortgage,100000,15.69,active,no
9791,2451,mortgage,500000,13.23,paid,no
9792,2452,mortgage,200000,15.55,paid,no
9793,2453,mortgage,200000,12.43,paid,no
9794,2454,mortgage,50000,10.1,active,no
9795,2455,mortgage,1000000,14.31,active,no
9796,2456,mortgage,100000,12.71,active,no
9797,2457,mortgage,100000,13.85,paid,no
9798,2459,mortgage,500000,9.76,active,no
9799,2460,mortgage,2000000,13.68,active,no
9800,2461,mortgage,2000000,11.56,paid,no
9801,2462,mortgage,500000,11.16,active,no
9802,2464,mortgage,5000000,13.87,defaulted,no
9803,2466,mortgage,2000000,13.24,active,no
9804,2467,mortgage,100000,13.69,defaulted,no
9805,2470,mortgage,500000,16.22,active,no
9806,2479,mortgage,2000000,14.11,active,no
9807,2481,mortgage,50000,13.63,active,no
9808,2482,mortgage,1000000,13.41,paid,no
9809,2484,mortgage,50000,11.69,active,no
9810,2487,mortgage,2000000,15.21,active,no
9811,2489,mortgage,200000,11.55,defaulted,no
9812,2490,mortgage,100000,14.1,active,no
9813,2491,mortgage,50000,10.85,paid,no
9814,2496,mortgage,50000,9.68,paid,yes
9815,2497,mortgage,500000,9.54,active,no
9816,2499,mortgage,500000,13.58,paid,no
9817,2500,mortgage,500000,11.12,active,no
9818,2503,mortgage,2000000,10.7,active,no
9819,2505,mortgage,5000000,13.24,active,no
9820,2507,mortgage,5000000,8.71,paid,no
9821,2510,mortgage,200000,10.47,active,no
9822,2511,mortgage,50000,11.22,active,no
9823,2512,mortgage,1000000,14.17,paid,no
9824,2513,mortgage,500000,12.86,active,no
9825,2514,personal,200000,15.35,defaulted,no
9826,2516,mortgage,2000000,11.18,active,no
9827,2518,mortgage,200000,10.87,active,no
9828,2519,mortgage,500000,8.77,paid,no
9829,2520,mortgage,100000,16.11,active,no
9830,2521,mortgage,50000,12.51,active,no
9831,2522,mortgage,500000,12.52,defaulted,no
9832,2524,mortgage,1000000,15.89,active,no
9833,2525,mortgage,50000,10.82,active,no
9834,2526,mortgage,200000,11.16,active,no
9835,2527,mortgage,5000000,13.75,paid,no
9836,2528,mortgage,1000000,14.78,active,no
9837,2529,mortgage,50000,14.09,active,no
9838,2530,mortgage,1000000,14.81,active,no
9839,2531,mortgage,200000,13.1,active,no
9840,2532,mortgage,500000,15.4,active,yes
9841,2533,mortgage,5000000,12.9,defaulted,yes
9842,2536,mortgage,1000000,10.33,active,no
9843,2537,mortgage,500000,12.83,active,no
9844,2539,mortgage,5000000,14.2,active,no
9845,2540,mortgage,200000,13.73,paid,no
9846,2543,mortgage,5000000,10.44,active,no
9847,2544,mortgage,200000,8.83,active,no
9848,2545,mortgage,1000000,10.52,active,no
9849,2547,mortgage,1000000,16.37,defaulted,no
9850,2548,mortgage,200000,9.98,active,no
9851,2549,mortgage,1000000,12.21,active,no
9852,2551,mortgage,1000000,13.61,active,no
9853,2554,mortgage,1000000,15.54,active,yes
9854,2555,mortgage,2000000,14.58,paid,no
9855,2556,mortgage,1000000,15.77,paid,yes
9856,2558,mortgage,50000,13.34,active,no
9857,2560,mortgage,200000,15.42,active,no
9858,2561,mortgage,200000,10.61,active,no
9859,2565,personal,100000,11.94,active,no
9860,2571,mortgage,500000,15.25,paid,no
9861,2572,mortgage,100000,11.1,active,no
9862,2574,mortgage,1000000,15.47,active,no
9863,2575,mortgage,1000000,11.4,active,no
9864,2576,mortgage,5000000,11.41,paid,no
9865,2577,mortgage,50000,10.97,paid,no
9866,2578,mortgage,50000,12.88,active,no
9867,2579,mortgage,50000,9.53,active,no
9868,2591,personal,50000,8.79,defaulted,no
9869,2594,mortgage,50000,15.68,active,no
9870,2600,mortgage,50000,15.93,active,no
9871,2605,mortgage,50000,9.11,paid,no
9872,2607,mortgage,50000,12.9,active,no
9873,2608,mortgage,5000000,12.82,active,no
9874,2610,mortgage,2000000,11.48,paid,no
9875,2615,mortgage,50000,13.05,active,no
9876,2617,mortgage,200000,12.16,paid,no
9877,2627,mortgage,50000,12.42,active,no
9878,2628,mortgage,500000,14.54,defaulted,no
9879,2631,mortgage,50000,12.71,active,no
9880,2635,mortgage,2000000,11.09,paid,no
9881,2636,mortgage,5000000,13.15,active,no
9882,2637,mortgage,1000000,13.63,active,no
9883,2638,mortgage,2000000,13.8,active,no
9884,2640,mortgage,2000000,13.45,paid,no
9885,2645,mortgage,1000000,13.82,active,no
9886,2646,mortgage,50000,10.98,paid,no
9887,2648,mortgage,5000000,12.07,active,no
9888,2653,mortgage,5000000,13.85,paid,no
9889,2654,mortgage,50000,14.53,active,no
9890,2658,mortgage,1000000,11.97,active,no
9891,2662,mortgage,500000,11.42,active,no
9892,2665,mortgage,100000,14.23,active,no
9893,2667,mortgage,200000,10.28,active,no
9894,2671,mortgage,1000000,8.58,paid,no
9895,2672,mortgage,50000,12.27,active,no
9896,2677,personal,200000,9.89,active,no
9897,2682,mortgage,50000,11.53,active,no
9898,2684,mortgage,100000,10.83,active,no
9899,2688,mortgage,100000,14.72,defaulted,no
9900,2689,mortgage,1000000,11.15,active,no
9901,2695,mortgage,200000,13.63,paid,no
9902,2699,mortgage,2000000,13.89,active,no
9903,2713,mortgage,5000000,12.15,active,no
9904,2717,mortgage,5000000,9.15,active,no
9905,2720,mortgage,200000,14.1,active,no
9906,2725,mortgage,2000000,9.1,active,no
9907,2737,mortgage,100000,9.29,active,no
9908,2745,mortgage,50000,10.07,active,no
9909,2747,mortgage,5000000,10.74,active,no
9910,2754,mortgage,2000000,15.27,paid,no
9911,2757,mortgage,2000000,13.9,active,no
9912,2760,mortgage,1000000,11.6,paid,no
9913,2761,mortgage,500000,16.33,active,no
9914,2764,mortgage,100000,10.45,paid,no
9915,2766,mortgage,2000000,13.38,active,no
9916,2768,mortgage,100000,15.28,active,no
9917,2770,mortgage,1000000,14.92,active,no
9918,2771,mortgage,50000,9.22,active,no
9919,2773,mortgage,200000,14.08,paid,no
9920,2775,mortgage,100000,10.56,active,no
9921,2776,mortgage,1000000,11.35,defaulted,no
9922,2777,mortgage,1000000,12.41,paid,no
9923,2779,mortgage,1000000,14.83,active,no
9924,2783,mortgage,5000000,9.83,active,no
9925,2791,mortgage,5000000,9.37,defaulted,no
9926,2792,mortgage,5000000,9.73,active,no
9927,2793,mortgage,200000,10.25,paid,no
9928,2794,mortgage,5000000,8.98,defaulted,no
9929,2795,mortgage,100000,15.91,paid,no
9930,2796,mortgage,2000000,11.05,paid,no
9931,2797,mortgage,1000000,9.92,paid,no
9932,2798,mortgage,200000,13.6,paid,no
9933,2799,mortgage,5000000,14.8,active,no
9934,2800,mortgage,50000,14.53,active,no
9935,2801,mortgage,500000,14.25,paid,no
9936,2802,mortgage,100000,8.9,defaulted,no
9937,2803,mortgage,200000,14.76,active,no
9938,2804,mortgage,500000,12.52,active,no
9939,2805,mortgage,500000,13.69,active,no
9940,2807,mortgage,5000000,16.15,paid,no
9941,2808,mortgage,200000,14.99,active,no
9942,2809,mortgage,2000000,15.1,active,no
9943,2810,mortgage,2000000,9.95,defaulted,no
9944,2811,mortgage,200000,12.31,active,no
9945,2812,mortgage,200000,16.09,defaulted,no
9946,2813,mortgage,1000000,13.16,defaulted,no
9947,2814,mortgage,50000,9.32,defaulted,no
9948,2815,mortgage,2000000,14.35,active,no
9949,2816,mortgage,1000000,8.84,active,no
9950,2817,mortgage,500000,14.44,paid,no
9951,2818,mortgage,500000,15.54,active,no
9952,2819,mortgage,500000,11.9,active,no
9953,2820,mortgage,200000,11.81,defaulted,no
9954,2821,mortgage,100000,10.93,active,no
9955,2822,mortgage,1000000,15.52,active,no
9956,2823,mortgage,100000,12.88,active,no
9957,2824,mortgage,5000000,13.13,paid,no
9958,2825,mortgage,50000,13.79,paid,no
9959,2826,mortgage,50000,10.9,active,no
9960,2827,mortgage,1000000,11.96,active,no
9961,2828,mortgage,500000,14.43,active,no
9962,2829,mortgage,5000000,16.38,active,no
9963,2830,mortgage,2000000,8.77,active,no
9964,2831,mortgage,50000,8.84,active,no
9965,2832,mortgage,100000,11.92,active,no
9966,2833,mortgage,100000,13.78,active,no
9967,2834,mortgage,2000000,11.59,paid,no
9968,2835,mortgage,200000,16.5,active,no
9969,2836,mortgage,500000,10.06,defaulted,no
9970,2837,mortgage,200000,8.56,paid,no
9971,2839,mortgage,1000000,10.02,paid,no
9972,2840,mortgage,50000,15.59,active,no
9973,2841,mortgage,2000000,9.66,paid,no
9974,2842,mortgage,2000000,12.33,defaulted,no
9975,2843,mortgage,2000000,11.85,active,no
9976,2844,mortgage,200000,13.83,active,no
9977,2845,mortgage,200000,8.94,active,no
9978,2846,mortgage,1000000,13.77,active,no
9979,2847,mortgage,100000,11.34,active,no
9980,2848,mortgage,100000,15.91,active,yes
9981,2849,mortgage,5000000,15.29,active,no
9982,2850,mortgage,1000000,11.7,active,no
9983,2851,mortgage,2000000,16.44,paid,no
9984,2852,mortgage,100000,8.92,paid,no
9985,2853,mortgage,1000000,14.81,defaulted,no
9986,2854,mortgage,100000,11.97,active,no
9987,2855,mortgage,5000000,11.97,active,no
9988,2856,mortgage,1000000,9.86,paid,no
9989,2857,mortgage,100000,12.62,paid,no
9990,2858,mortgage,2000000,9.18,active,no
9991,2859,mortgage,200000,13.43,active,no
9992,2860,mortgage,200000,10.43,defaulted,no
9993,2861,mortgage,5000000,14.3,active,no
9994,2862,mortgage,2000000,13.36,active,no
9995,2863,mortgage,100000,14.47,active,no
9996,2865,mortgage,2000000,14.5,defaulted,no
9997,2866,personal,1000000,10.07,active,no
9998,2867,mortgage,200000,8.51,paid,no
9999,2868,mortgage,50000,11.43,active,no
10000,2869,mortgage,5000000,15.85,active,no
10001,2870,mortgage,100000,13.12,active,no
10002,2871,mortgage,50000,14.32,active,no
10003,2872,mortgage,50000,15.54,defaulted,no
10004,2873,mortgage,5000000,15.75,paid,no
10005,2875,mortgage,500000,12.73,active,no
10006,2876,mortgage,50000,12.83,active,no
10007,2877,mortgage,50000,15.31,active,no
10008,2878,mortgage,2000000,14.96,paid,no
10009,2879,mortgage,500000,14.09,active,no
10010,2880,mortgage,500000,13.34,active,no
10011,2881,mortgage,500000,13.44,active,no
10012,2882,mortgage,5000000,11.4,active,no
10013,2883,mortgage,1000000,15.23,active,no
10014,2884,mortgage,500000,13.44,active,no
10015,2885,mortgage,2000000,10.29,active,no
10016,2886,mortgage,1000000,10.42,paid,no
10017,2887,mortgage,100000,15.39,defaulted,no
10018,2888,mortgage,1000000,13.51,active,no
10019,2889,mortgage,100000,11.69,active,no
10020,2890,mortgage,500000,10.0,active,no
10021,2891,mortgage,500000,13.38,paid,no
10022,2892,mortgage,100000,9.97,active,no
10023,2893,mortgage,200000,12.26,active,no
10024,2894,mortgage,2000000,13.92,paid,no
10025,2895,mortgage,1000000,13.02,active,no
10026,2896,mortgage,2000000,15.88,active,no
10027,2897,mortgage,2000000,8.82,active,no
10028,2898,mortgage,50000,10.74,active,no
10029,2899,mortgage,500000,8.96,paid,no
10030,2900,mortgage,1000000,10.06,paid,no
10031,2901,mortgage,2000000,9.49,active,no
10032,2902,mortgage,1000000,14.36,paid,no
10033,2903,mortgage,2000000,11.46,active,no
10034,2904,mortgage,500000,15.9,paid,no
10035,2905,mortgage,2000000,8.69,active,no
10036,2906,mortgage,100000,13.72,active,no
10037,2907,mortgage,500000,16.26,active,no
10038,2908,mortgage,1000000,9.91,active,no
10039,2909,mortgage,5000000,12.04,defaulted,no
10040,2910,mortgage,200000,14.12,active,no
10041,2911,mortgage,2000000,13.57,active,no
10042,2912,mortgage,100000,13.03,defaulted,no
10043,2913,personal,500000,11.11,active,no
10044,2914,mortgage,50000,14.33,active,no
10045,2915,mortgage,5000000,13.73,paid,no
10046,2916,mortgage,5000000,9.8,defaulted,no
10047,2917,mortgage,500000,16.21,active,no
10048,2918,mortgage,5000000,12.95,active,no
10049,2919,mortgage,1000000,12.7,defaulted,no
10050,2920,mortgage,1000000,15.29,active,no
10051,2921,mortgage,50000,13.62,active,no
10052,2923,mortgage,100000,9.1,active,no
10053,2924,mortgage,1000000,12.55,active,no
10054,2925,mortgage,100000,14.74,active,no
10055,2926,mortgage,100000,14.1,paid,no
10056,2927,mortgage,500000,16.27,active,no
10057,2928,mortgage,100000,8.7,paid,no
10058,2929,mortgage,2000000,10.59,active,no
10059,2930,mortgage,1000000,12.89,active,no
10060,2931,mortgage,1000000,13.46,active,no
10061,2932,mortgage,200000,10.69,paid,no
10062,2933,mortgage,5000000,15.11,active,no
10063,2934,mortgage,100000,9.81,active,no
10064,2935,mortgage,200000,8.51,defaulted,no
10065,2936,mortgage,500000,16.12,defaulted,no
10066,2937,mortgage,200000,11.63,active,no
10067,2938,mortgage,5000000,16.16,active,no
10068,2939,mortgage,100000,10.72,active,no
10069,2940,mortgage,5000000,9.01,active,no
10070,2941,mortgage,1000000,14.68,defaulted,no
10071,2942,mortgage,500000,15.19,active,no
